x,varphi_2
0.0,0.0
0.010101010101010102,0.020198805482563247
0.020202020202020204,0.040378337881864346
0.030303030303030304,0.06051939715660347
0.04040404040404041,0.0806029289061935
0.05050505050505051,0.10061009608641339
0.06060606060606061,0.12052234940870477
0.07070707070707072,0.14032149599972282
0.08080808080808081,0.15998976591078365
0.09090909090909091,0.17950987608293945
0.10101010101010102,0.1988650913924198
0.11111111111111112,0.21803928242295229
0.12121212121212122,0.23701697963583335
0.13131313131313133,0.2557834236353634
0.14141414141414144,0.27432461125616525
0.15151515151515152,0.2926273372297391
0.16161616161616163,0.31067923122011176
0.17171717171717174,0.32846879005234875
0.18181818181818182,0.3459854049927428
0.19191919191919193,0.36321938397537445
0.20202020202020204,0.3801619687061792
0.21212121212121213,0.3968053466123495
0.22222222222222224,0.4131426576415541
0.23232323232323235,0.4291679959517736
0.24242424242424243,0.444876406568251
0.25252525252525254,0.46026387711883254
0.26262626262626265,0.47532732479257755
0.27272727272727276,0.49006457869866593
0.2828282828282829,0.5044743578330788
0.29292929292929293,0.518556244889047
0.30303030303030304,0.5323106561736233
0.31313131313131315,0.545738807916752
0.32323232323232326,0.5588426792806952
0.33333333333333337,0.5716249723964828
0.3434343434343435,0.5840890697700529
0.3535353535353536,0.5962389894138261
0.36363636363636365,0.6080793380695401
0.37373737373737376,0.6196152628952025
0.38383838383838387,0.6308524019929741
0.393939393939394,0.6417968341556606
0.4040404040404041,0.6524550282073162
0.4141414141414142,0.6628337923082703
0.42424242424242425,0.6729402235867801
0.43434343434343436,0.6827816584485729
0.4444444444444445,0.6923656239019097
0.4545454545454546,0.7016997902196142
0.4646464646464647,0.7107919252409388
0.4747474747474748,0.719649850595385
0.48484848484848486,0.7282814001078349
0.494949494949495,0.7366943806198424
0.5050505050505051,0.7448965354358759
0.5151515151515152,0.7528955105759789
0.5252525252525253,0.7606988239879456
0.5353535353535354,0.7683138378429847
0.5454545454545455,0.7757477340092148
0.5555555555555556,0.7830074927674786
0.5656565656565657,0.7900998748041411
0.5757575757575758,0.7970314064860262
0.5858585858585859,0.8038083683936916
0.595959595959596,0.8104367870611142
0.6060606060606061,0.8169224298427842
0.6161616161616162,0.8232708028034311
0.6262626262626263,0.8294871515013331
0.6363636363636365,0.8355764645136077
0.6464646464646465,0.8415434795312148
0.6565656565656566,0.8473926918328089
0.6666666666666667,0.853128364930166
0.6767676767676768,0.8587545431638512
0.686868686868687,0.8642750660161337
0.696969696969697,0.869693583899015
0.7070707070707072,0.8750135751686403
0.7171717171717172,0.8802383641133473
0.7272727272727273,0.8853711396611758
0.7373737373737375,0.8904149745537889
0.7474747474747475,0.8953728447374016
0.7575757575757577,0.9002476487273984
0.7676767676767677,0.9050422267117645
0.7777777777777778,0.9097593791691367
0.787878787878788,0.9144018847900606
0.797979797979798,0.9189725175047767
0.8080808080808082,0.9234740624373758
0.8181818181818182,0.9279093306242592
0.8282828282828284,0.9322811723543416
0.8383838383838385,0.9365924890091014
0.8484848484848485,0.9408462433022025
0.8585858585858587,0.9450454678407575
0.8686868686868687,0.9491932719531272
0.8787878787878789,0.9532928467512164
0.888888888888889,0.9573474684182995
0.8989898989898991,0.9613604997362364
0.9090909090909092,0.9653353898882953
0.9191919191919192,0.9692756725954467
0.9292929292929294,0.9731849626647119
0.9393939393939394,0.9770669510477274
0.9494949494949496,0.9809253985259219
0.9595959595959597,0.9847641281554139
0.9696969696969697,0.9885870166197459
0.9797979797979799,0.9923979846517362
0.98989898989899,0.9962009866969028
1.0,1.0
